1,0.094
1.5,0.1351374
2,0.1663979
2.5,0.1926509
3,0.2157325
3.5,0.2365727
4,0.2557201
4.5,0.2735304
5,0.2902499
5.5,0.3060574
6,0.3210876
6.5,0.335445
7,0.3492127
7.5,0.3624578
8,0.3752356
8.5,0.3875924
9,0.3995673
9.5,0.4111936
10,0.4225
10.5,0.4335117
11,0.4431076
11.5,0.45306
12,0.4627984
12.5,0.4723361
13,0.481685
13.5,0.4908558
14,0.4998584
14.5,0.5087018
15,0.517394
15.5,0.5259425
16,0.5343543
16.5,0.5426358
17,0.5507927
17.5,0.5588306
18,0.5667545
18.5,0.5745692
19,0.5822789
19.5,0.5898879
20,0.59740001
20.5,0.604818814
21,0.61215729
21.5,0.619399365
22,0.62656713
22.5,0.633644533
23,0.64065295
23.5,0.647576426
24,0.65443563
24.5,0.661214806
25,0.667934
25.5,0.674577537
26,0.68116492
26.5,0.687680648
27,0.69414365
27.5,0.700538673
28,0.70688421
28.5,0.713164996
29,0.71939909
29.5,0.725571552
30,0.7317
30.5,0.734741009
31,0.73776948
31.5,0.740785574
32,0.74378943
32.5,0.746781211
33,0.74976104
33.5,0.752729087
34,0.75568551
34.5,0.758630378
35,0.76156384
35.5,0.764486065
36,0.76739717
36.5,0.770297266
37,0.7731865
37.5,0.776064962
38,0.77893275
38.5,0.781790055
39,0.78463697
39.5,0.787473578
40,0.79030001
50,0.79030001
